pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,nuts,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"AB1 0ES","AB1  0ES","AB1 0ES","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","383466","0803696","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001365","01C31","S99999999","S01000023","S02000007","6","3B1","S00090400","S01006515","S02001237","S34003099","S03000012","S99999999","S99999999","6","1A2",57.123893,-2.274709,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0ET","AB1  0ET","AB1 0ET","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","384991","0802660","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001365","01C31","S99999999","S01000023","S02000007","6","3B1","S00090400","S01006515","S02001237","S34003099","S03000012","S99999999","S99999999","6","1A2",57.114640,-2.249460,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0EU","AB1  0EU","AB1 0EU","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385546","0801467","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001272","01C31","S99999999","S01000011","S02000007","6","4B3","S00090305","S01006514","S02001237","S34003099","S03000012","S99999999","S99999999","3","6A2",57.103941,-2.240226,"S99999999","S99999999","S23000009",6808,"S99999999","S99999999"
"AB1 0EW","AB1  0EW","AB1 0EW","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385791","0801781","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001814","01C31","S99999999","S01000011","S02000007","6","4B3","S00090896","S01006514","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A1",57.106769,-2.236200,"S99999999","S99999999","S23000009",6808,"S99999999","S99999999"
"AB1 0EX","AB1  0EX","AB1 0EX","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385413","0803443","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001365","01C31","S99999999","S01000023","S02000007","6","3B1","S00090400","S01006515","S02001237","S34003099","S03000012","S99999999","S99999999","6","1A2",57.121687,-2.242538,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0HA","AB1  0HA","AB1 0HA","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385651","0801327","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001270","01C31","S99999999","S01000011","S02000007","6","4B3","S00090303","S01006514","S02001237","S34002990","S03000012","S99999999","S99999999","3","1C3",57.102686,-2.238485,"S99999999","S99999999","S23000009",6808,"S99999999","S99999999"
"AB1 0HB","AB1  0HB","AB1 0HB","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385826","0801336","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001270","01C31","S99999999","S01000011","S02000007","6","4B3","S00090303","S01006514","S02001237","S34002990","S03000012","S99999999","S99999999","3","1C3",57.102773,-2.235597,"S99999999","S99999999","S23000009",6808,"S99999999","S99999999"
"AB1 0HD","AB1  0HD","AB1 0HD","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385941","0801443","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090303","S01006514","S02001237","S34002990","S03000012","S99999999","S99999999","3","1C3",57.103737,-2.233705,"S99999999","S99999999","S23000009",6808,"S99999999","S99999999"
"AB1 0HJ","AB1  0HJ","AB1 0HJ","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385924","0801562","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001348","01C31","S99999999","S01000019","S02000007","6","4B3","S00090311","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","6B2",57.104806,-2.233992,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HL","AB1  0HL","AB1 0HL","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386255","0801738","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001271","01C31","S99999999","S01000016","S02000007","6","4B3","S00090304","S01006516","S02001237","S34003134","S03000012","S99999999","S99999999","3","6B4",57.106397,-2.228538,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0HN","AB1  0HN","AB1 0HN","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386452","0801865","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001281","01C31","S99999999","S01000019","S02000007","6","4B2","S00090314","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","5B2",57.107544,-2.225293,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HP","AB1  0HP","AB1 0HP","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386186","0801932","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001281","01C31","S99999999","S01000019","S02000007","6","4B2","S00090314","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","5B2",57.108138,-2.229688,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HQ","AB1  0HQ","AB1 0HQ","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386473","0802138","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001281","01C31","S99999999","S01000019","S02000007","6","4B2","S00090314","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","5B2",57.109997,-2.224961,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HR","AB1  0HR","AB1 0HR","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","1","386465","0801931","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001281","01C31","S99999999","S01000019","S02000007","6","4B2","S00090314","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","5B2",57.108137,-2.225082,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HS","AB1  0HS","AB1 0HS","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386647","0802432","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090394","S01006516","S02001237","S34002983","S03000012","S99999999","S99999999","6","6A3",57.112643,-2.222104,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0HT","AB1  0HT","AB1 0HT","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386820","0801800","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090395","S01006516","S02001237","S34003015","S03000012","S99999999","S99999999","3","6A2",57.106971,-2.219214,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0HU","AB1  0HU","AB1 0HU","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385966","0801877","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001279","01C31","S99999999","S01000019","S02000007","6","4D2","S00090312","S01006513","S02001237","S34003134","S03000012","S99999999","S99999999","3","6B4",57.107637,-2.233317,"S99999999","S99999999","S23000009",5845,"S99999999","S99999999"
"AB1 0HX","AB1  0HX","AB1 0HX","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386859","0802419","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090394","S01006516","S02001237","S34002983","S03000012","S99999999","S99999999","6","6A3",57.112532,-2.218603,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0JA","AB1  0JA","AB1 0JA","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386281","0801996","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001280","01C31","S99999999","S01000023","S02000007","6","4D2","S00090313","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A4",57.108715,-2.228123,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JB","AB1  0JB","AB1 0JB","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386022","0801990","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001280","01C31","S99999999","S01000023","S02000007","6","4D2","S00090313","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A4",57.108654,-2.232398,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JD","AB1  0JD","AB1 0JD","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386013","0802104","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001275","01C31","S99999999","S01000023","S02000007","6","4B3","S00090308","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A4",57.109677,-2.232553,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JE","AB1  0JE","AB1 0JE","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385750","0802016","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001274","01C31","S99999999","S01000023","S02000007","6","4A1","S00090307","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A1",57.108879,-2.236890,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JG","AB1  0JG","AB1 0JG","199006","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385739","0802233","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001276","01C31","S99999999","S01000023","S02000007","6","4A1","S00090309","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A2",57.110828,-2.237084,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JH","AB1  0JH","AB1 0JH","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386069","0802238","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001275","01C31","S99999999","S01000023","S02000007","6","4B3","S00090308","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A4",57.110883,-2.231636,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JJ","AB1  0JJ","AB1 0JJ","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386071","0802185","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001275","01C31","S99999999","S01000023","S02000007","6","4B3","S00090308","S01006515","S02001237","S34003134","S03000012","S99999999","S99999999","3","6A4",57.110407,-2.231600,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JL","AB1  0JL","AB1 0JL","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","385750","0802464","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001365","01C31","S99999999","S01000023","S02000007","6","3B1","S00090400","S01006515","S02001237","S34003099","S03000012","S99999999","S99999999","6","1A2",57.112903,-2.236916,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JN","AB1  0JN","AB1 0JN","198001","199607","S99999999","S99999999","S12000033","S13002843","S99999999","0","385320","0802220","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001365","01C31","S99999999","S01000023","S02000007","6","3B1","S00090400","S01006515","S02001237","S34003099","S03000012","S99999999","S99999999","6","1A2",57.110698,-2.244001,"S99999999","S99999999","S23000009",6322,"S99999999","S99999999"
"AB1 0JP","AB1  0JP","AB1 0JP","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386595","0801770","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001349","01C31","S99999999","S01000016","S02000007","6","4D1","S00090382","S01006516","S02001237","S34003015","S03000012","S99999999","S99999999","3","1A3",57.106695,-2.222927,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0JQ","AB1  0JQ","AB1 0JQ","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386803","0801652","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090395","S01006516","S02001237","S34003015","S03000012","S99999999","S99999999","3","6A2",57.105641,-2.219487,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0JR","AB1  0JR","AB1 0JR","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386774","0801585","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001359","01C31","S99999999","S01000016","S02000007","6","4D1","S00090395","S01006516","S02001237","S34003015","S03000012","S99999999","S99999999","3","6A2",57.105038,-2.219962,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
"AB1 0JS","AB1  0JS","AB1 0JS","198001","199606","S99999999","S99999999","S12000033","S13002843","S99999999","0","386584","0801718","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S31000935","99ZZ00","S00001349","01C31","S99999999","S01000016","S02000007","6","4D1","S00090382","S01006516","S02001237","S34003015","S03000012","S99999999","S99999999","3","1A3",57.106227,-2.223106,"S99999999","S99999999","S23000009",6259,"S99999999","S99999999"
